Date,id,GDP Growth,Output,Normalization of PMI,Normalization of GDP Growth,New Composite Index,Real GDP Growth Rate,Output.1,New Orders,Employment,Input Prices,Output Prices,Future Output,Output0,New Orders0,Employment0,Input Prices0,Output Prices0,Future Output0,Covid dummy,CPI (Q-O-Q),WPI(Q-O-Q),period,gdp_lead,infl,real_proxy,y_lag,covid
2015-Q4,15,7.568024555192621,51.48432151224071,0.8267196691489375,0.6924793129409416,0.773023526665739,7.897626207169781,51.48432151224071,52.05535283534462,50.23424123233079,51.93484782569585,50.277737558699265,52.528283156030795,1.4843215122407116,2.055352835344621,0.2342412323307883,1.9348478256958472,0.27773755869926475,2.5282831560307955,0.0,1.34,-0.48,2015Q4,9.23762620716978,1.34,7.897626207169781,7.568024555192621,0.0
2016-Q1,16,9.23762620716978,52.93933823448695,0.8648173999878621,0.7304801560142131,0.8110825023984025,8.619928655390273,52.93933823448695,53.010509172057574,50.20514948101036,52.20542692223719,51.10693205833792,56.9510476047273,2.9393382344869465,3.0105091720575743,0.20514948101035912,2.205426922237187,1.106932058337918,6.9510476047273,0.0,-0.13,-2.0,2016Q1,8.489928655390273,-0.13,8.619928655390273,9.23762620716978,0.0
2016-Q2,17,8.489928655390273,51.60161247674515,0.8297907813411256,0.7134622420119149,0.7832593656094413,7.232365552317295,51.60161247674515,51.617517093375454,50.13580057667091,53.2028503316165,51.28410776602695,58.00377941939525,1.601612476745153,1.6175170933754544,0.13580057667090983,3.202850331616503,1.284107766026949,8.00377941939525,0.0,2.04,2.57,2016Q2,9.272365552317295,2.04,7.232365552317295,8.489928655390273,0.0
2016-Q3,18,9.272365552317295,53.124664655917684,0.8696699326172529,0.7312708382717777,0.8143102948790628,7.177949613058729,53.124664655917684,53.144314066693376,50.103387882936865,51.17899859825818,50.205484135859955,61.331148128890966,3.124664655917684,3.1443140666933758,0.10338788293686463,1.1789985982581825,0.20548413585995462,11.331148128890966,0.0,1.84,1.0,2016Q3,9.017949613058729,1.84,7.177949613058729,9.272365552317295,0.0
2016-Q4,19,9.017949613058729,50.67286347216751,0.8054726899732862,0.7254802233836967,0.7734757033374504,6.4227276791365,50.67286347216751,50.55016016966953,50.07578541485746,51.7676868068098,50.18053082589271,57.19028970388852,0.6728634721675135,0.5501601696695317,0.0757854148574566,1.7676868068097988,0.18053082589270986,7.190289703888517,0.0,-0.03,0.21,2016Q4,6.3927276791365,-0.03,6.4227276791365,9.017949613058729,0.0
2017-Q1,20,6.3927276791365,50.80725016075623,0.8089914315876668,0.6657290566156525,0.7516864815988611,6.289213764590279,50.80725016075623,50.84796035825796,50.404637908852926,53.09220990380445,50.84379919766884,57.615556011145706,0.807250160756233,0.8479603582579571,0.4046379088529264,3.092209903804452,0.8437991976688366,7.615556011145706,0.0,-0.31,1.1,2017Q1,5.97921376459028,-0.31,6.289213764590279,6.3927276791365,0.0
2017-Q2,21,5.97921376459028,52.16379642500896,0.8445108408534684,0.6563173042035269,0.7692334261934917,4.409880261137134,52.16379642500896,52.01764717318849,50.891159858077856,52.214405574207994,50.88887488032037,58.613836986651016,2.163796425008961,2.017647173188493,0.8911598580778559,2.214405574207994,0.8888748803203725,8.613836986651016,0.0,0.69,0.0,2017Q2,5.099880261137134,0.69,4.409880261137134,5.97921376459028,0.0
2017-Q3,22,5.099880261137134,48.68407295829578,0.7533987828256615,0.6363033000042484,0.7065605896970962,4.402044564996622,48.68407295829578,48.38369763282052,50.58154062132436,52.17559849880513,51.94804324974703,60.84517588482688,-1.3159270417042208,-1.616302367179479,0.5815406213243577,2.1755984988051296,1.9480432497470304,10.84517588482688,0.0,2.61,1.42,2017Q3,7.012044564996621,2.61,4.402044564996622,5.099880261137134,0.0
2017-Q4,23,7.012044564996621,51.52069615319811,0.8276720920725847,0.6798249721080264,0.7685332440867614,7.569300002943532,51.52069615319811,51.09262205280928,51.82872512467711,53.59229937187663,51.659232172161204,59.14436438932165,1.5206961531981094,1.0926220528092827,1.8287251246771135,3.592299371876628,1.6592321721612038,9.144364389321652,0.0,1.51,1.19,2017Q4,9.079300002943532,1.51,7.569300002943532,7.012044564996621,0.0
2018-Q1,24,9.079300002943532,50.98913198665483,0.8137537719385596,0.7268765843274796,0.7790028968941276,7.605822466281698,50.98913198665483,50.79135053280584,52.08218223657542,53.96871502471094,51.82991629381331,59.60416657880703,0.9891319866548329,0.7913505328058434,2.08218223657542,3.9687150247109386,1.8299162938133122,9.604166578807032,0.0,-0.27,0.2,2018Q1,7.335822466281698,-0.27,7.605822466281698,9.079300002943532,0.0
2018-Q2,25,7.335822466281698,51.84368808510735,0.8361292180264541,0.6871942947262432,0.7765552487063696,5.312407878273323,51.84368808510735,51.71304749586913,52.13788385374374,53.85930720794425,51.2692081069333,60.61021038442673,1.8436880851073525,1.7130474958691266,2.1378838537437375,3.859307207944248,1.2692081069332986,10.610210384426729,0.0,0.88,1.81,2018Q2,6.192407878273323,0.88,5.312407878273323,7.335822466281698,0.0
2018-Q3,26,6.192407878273323,52.49530604444467,0.8531909914377711,0.6611696928248609,0.7763824719926071,4.864436611959768,52.49530604444467,51.96869182024496,51.60369372412264,54.81272286011259,51.06406720342136,60.28899951877424,2.4953060444446677,1.9686918202449633,1.6036937241226425,4.8127228601125935,1.0640672034213594,10.28899951877424,0.0,1.69,1.75,2018Q3,6.554436611959767,1.69,4.864436611959768,6.192407878273323,0.0
2018-Q4,27,6.554436611959767,53.67472408167266,0.8840725271905132,0.6694096206426983,0.7982073645713872,5.524696487653707,53.67472408167266,53.58326050234743,52.41580031498847,53.117075133717805,51.10862653702935,57.523743762757505,3.6747240816726574,3.5832605023474287,2.4158003149884735,3.1170751337178046,1.1086265370293518,7.523743762757505,0.0,0.29,0.67,2018Q4,5.814696487653707,0.29,5.524696487653707,6.554436611959767,0.0
2019-Q1,28,5.814696487653707,53.362085283189934,0.87588648464386,0.652572821071095,0.7865610192147541,5.384054464663108,53.362085283189934,53.43862813477032,52.1969589215708,52.30705338825212,51.011689098811765,58.584136256254986,3.362085283189934,3.438628134770319,2.196958921570797,2.307053388252122,1.0116890988117646,8.584136256254986,0.0,-0.4,-1.29,2019Q1,4.9840544646631075,-0.4,5.384054464663108,5.814696487653707,0.0
2019-Q2,29,4.9840544646631075,51.394151546932335,0.8243586852402643,0.6336670556579195,0.7480820334073264,2.642118809882524,51.394151546932335,51.52537402147061,51.52293262363812,51.16950860197918,50.72145527393706,58.8490719533661,1.394151546932335,1.5253740214706113,1.5229326236381198,1.1695086019791816,0.7214552739370603,8.8490719533661,0.0,1.48,1.56,2019Q2,4.122118809882524,1.48,2.642118809882524,4.9840544646631075,0.0
2019-Q3,30,4.122118809882524,52.09712198451974,0.8427650568712247,0.6140490338874052,0.7512786476776969,1.3332744497490103,52.09712198451974,51.74454708370158,52.04306709403198,51.531686132981825,51.199941107244065,58.54835719434056,2.097121984519738,1.7445470837015833,2.043067094031983,1.5316861329818252,1.199941107244065,8.54835719434056,0.0,2.09,-0.03,2019Q3,3.42327444974901,2.09,1.3332744497490103,4.122118809882524,0.0
2019-Q4,31,3.42327444974901,52.029717267980914,0.8410001515552183,0.5981430392864621,0.7438573066477158,0.4231737270094218,52.029717267980914,52.4654711135916,51.244665649814884,53.42249928201063,51.82170655358101,56.5387166812954,2.0297172679809137,2.4654711135915974,1.244665649814884,3.4224992820106266,1.8217065535810093,6.538716681295398,0.0,2.57,0.88,2019Q4,2.9931737270094216,2.57,0.4231737270094218,3.42327444974901,0.0
2020-Q1,32,2.9931737270094216,54.80394077406697,0.913639605663154,0.5883537640715191,0.7835252690265001,-23.2366847760435,54.80394077406697,54.22359277377338,51.280861503395165,53.85374733477906,51.87455323673595,56.91691895135754,4.803940774066973,4.223592773773383,1.2808615033951654,3.853747334779058,1.8745532367359488,6.9169189513575375,1.0,0.38,-0.35,2020Q1,-22.8566847760435,0.38,-23.2366847760435,2.9931737270094216,1.0
2020-Q2,33,-22.8566847760435,19.910500270567663,0.0,0.0,0.0,-6.869721797806399,19.910500270567663,19.79267870404744,44.71815392551539,41.65379702459891,45.05938669336255,48.72757065525727,-30.089499729432337,-30.20732129595256,-5.281846074484612,-8.346202975401091,-4.940613306637452,-1.2724293447427328,1.0,1.38,-2.73,2020Q2,-5.489721797806399,1.38,-6.869721797806399,-22.8566847760435,1.0
2020-Q3,34,-5.489721797806399,45.94630220172371,0.6817137968128958,0.395279457236865,0.5671400609824835,-0.7306861390958548,45.94630220172371,45.15942303065515,45.82328718124834,51.3529186463407,49.95450124463347,51.820176986149924,-4.053697798276289,-4.840576969344852,-4.1767128187516604,1.3529186463406973,-0.045498755366530474,1.8201769861499244,1.0,2.4,2.78,2020Q3,1.6693138609041451,2.4,-0.7306861390958548,-5.489721797806399,1.0
2020-Q4,35,1.6693138609041451,56.3966210143216,0.9553418776563045,0.558222150962911,0.796493986978947,1.3690993136095715,56.3966210143216,56.02692211324281,48.45625232449239,54.610115013232665,50.952063246017,57.89462060215812,6.396621014321603,6.0269221132428115,-1.5437476755076105,4.610115013232665,0.9520632460169978,7.8946206021581204,1.0,2.06,2.24,2020Q4,3.4290993136095715,2.06,1.3690993136095715,1.6693138609041451,1.0
2021-Q1,36,3.4290993136095715,56.40287686606243,0.9555056790423271,0.5982756156631243,0.8126136536906459,22.109226034090565,56.40287686606243,56.28043050972472,48.573598953491235,56.59130695423095,50.698746201222285,59.4860978192249,6.402876866062428,6.280430509724717,-1.426401046508765,6.5913069542309515,0.6987462012222849,9.486097819224902,1.0,-1.03,2.78,2021Q1,21.079226034090564,-1.03,22.109226034090565,3.4290993136095715,1.0
2021-Q2,37,21.079226034090564,48.86419640194569,0.7581150822118023,1.0,0.8548690493270814,6.647623423367371,48.86419640194569,48.58823219358187,48.33156156418047,57.24245233061102,51.574855499225514,53.87849793641007,-1.1358035980543093,-1.4117678064181334,-1.6684384358195317,7.242452330611023,1.5748554992255137,3.8784979364100707,1.0,2.09,3.67,2021Q2,8.73762342336737,2.09,6.647623423367371,21.079226034090564,1.0
2021-Q3,38,8.73762342336737,53.28401594654227,0.8738423400447624,0.7190998801855604,0.8119453561010817,3.5631613341786514,53.28401594654227,53.55727527295704,49.392065432753384,56.58761775169901,51.16968262188363,54.08471530955606,3.2840159465422687,3.5572752729570425,-0.6079345672466161,6.587617751699007,1.1696826218836307,4.08471530955606,1.0,1.9,2.51,2021Q3,5.463161334178651,1.9,3.5631613341786514,8.73762342336737,1.0
2021-Q4,39,5.463161334178651,58.102190174566886,1.0,0.6445717315979717,0.8578286926391887,2.013036336464787,58.102190174566886,58.09882856855159,50.05623506543756,58.06394961051338,52.16551987014231,54.41070520748516,8.102190174566886,8.098828568551589,0.05623506543756207,8.063949610513383,2.1655198701423117,4.410705207485158,1.0,2.01,4.67,2021Q4,4.023036336464787,2.01,2.013036336464787,5.463161334178651,1.0
2022-Q1,40,4.023036336464787,53.57839504078951,0.8815502758545475,0.6117938746886825,0.7736477153882014,12.578700316567133,53.57839504078951,53.43298211984088,48.93066817709758,58.181768926489184,51.646128092696095,53.280531076411584,3.578395040789509,3.4329821198408794,-1.06933182290242,8.181768926489184,1.6461280926960953,3.2805310764115845,1.0,0.22,2.41,2022Q1,,0.22,,4.023036336464787,1.0
